"time","close","high","low","open","volumefrom","volumeto"
"2017-04-02",48.88,49.86,48.44,49.81,24092.96,1182189.99
"2017-04-02",48.74,48.92,48.56,48.88,12624.12,615245.02
"2017-04-02",48.53,48.86,48.48,48.74,10517.05,511934.49
"2017-04-02",44.58,48.54,44.26,48.53,138633.9,6482085.65
"2017-04-02",46.33,47.54,43.84,44.58,112394.09,5161467.34
"2017-04-02",45.61,46.79,45.37,46.33,41542.35,1912509.56
"2017-04-02",44.61,45.71,43.89,45.61,71781.73,3217642.28
"2017-04-03",46.31,47.65,44.41,44.61,60475.59,2806690.32
"2017-04-03",45,46.31,44.86,46.31,45774.89,2072905.32
"2017-04-03",45.97,46.12,44.64,45,29519.16,1340137.33
"2017-04-03",46.06,46.16,45.69,45.97,11432.59,524787.69
"2017-04-03",46.12,46.38,45.48,46.06,17076.24,785074.77
"2017-04-03",46.02,46.42,45.9,46.12,14302.21,660710.71
"2017-04-03",45.65,46.05,45.46,46.02,11625.67,532039.74
"2017-04-03",46.37,46.37,45.31,45.65,17978.39,820153.99
"2017-04-03",47.24,47.54,46.37,46.37,34206.58,1604717
"2017-04-03",46.49,47.29,46.45,47.24,20792.94,974755.24
"2017-04-03",46.18,46.57,45.88,46.49,25847.71,1194051
"2017-04-03",45.67,46.45,45.43,46.18,31854.37,1456928.63
"2017-04-03",45.8,46.16,45.44,45.67,18191.28,834114.07
"2017-04-03",46.36,46.6,45.66,45.8,19399.1,897153.77
"2017-04-03",45.66,46.41,45.4,46.36,27081.82,1240875.27
"2017-04-03",45.65,45.91,45.45,45.66,16590.65,757878.29
"2017-04-03",45.52,45.74,45.46,45.65,12881.8,587667.01
"2017-04-03",44.21,45.67,43.84,45.52,61132.58,2721154.03
"2017-04-03",43.15,44.87,42.71,44.21,88589.04,3851099.42
"2017-04-03",44.16,44.81,43.06,43.15,55780.95,2451293.99
"2017-04-03",43.13,44.31,42.58,44.16,49053.99,2113209.24
"2017-04-03",42.67,43.16,42.2,43.13,59031.58,2509865.75
"2017-04-03",43.99,44.49,42.67,42.67,36306.06,1587193.92
"2017-04-03",43.87,44.28,43.8,43.99,14561.58,640775.87
"2017-04-04",43.98,44.2,43.75,43.87,13326.81,586875.71
"2017-04-04",43.67,44.01,43.61,43.98,9590.78,420075.53
"2017-04-04",43.22,43.72,43.13,43.67,21799.61,949293.17
"2017-04-04",42.83,43.33,42.63,43.22,17864.67,765987.51
"2017-04-04",41.42,42.83,41.35,42.83,59081.8,2484442.26
"2017-04-04",41.94,43.14,41.37,41.42,29764.95,1254865.41
"2017-04-04",41.6,42.08,41.49,41.94,19696.58,821188.07
"2017-04-04",42.71,42.97,41.43,41.6,37713.53,1590127.7
"2017-04-04",43.49,43.81,42.58,42.71,52167.35,2261582.56
"2017-04-04",43.57,43.63,43.17,43.49,19081.44,828404.81
"2017-04-04",44.77,44.77,43.5,43.57,60180.48,2663056.55
"2017-04-04",45,45.8,44.58,44.77,62527.96,2828612.95
"2017-04-04",45.37,45.37,44.37,45,32853.07,1473663.93
"2017-04-04",44.74,45.65,44.61,45.37,18550.11,836489.77
"2017-04-04",44.59,44.88,44,44.74,16085.21,712731.41
"2017-04-04",44.18,44.94,44.02,44.59,11459.61,512651.28
"2017-04-04",44.29,44.88,44.16,44.18,14026.21,624572.71
"2017-04-04",43.61,44.32,43.36,44.29,30360.78,1328237.3
"2017-04-04",43.58,44,43.54,43.61,9913.77,434606.45
"2017-04-04",44.44,44.82,43.5,43.58,14279.41,632204.77
"2017-04-04",44.58,44.84,44.42,44.44,12803.36,572050.4
"2017-04-04",44.33,44.64,44.2,44.58,6529.07,290085.78
"2017-04-04",44.97,44.97,44.32,44.33,12090.99,540761.14
"2017-04-04",45.44,45.52,44.96,44.97,25216.61,1143790.17
"2017-04-05",46.73,46.81,45.42,45.44,42683.86,1972788.18
"2017-04-05",46.23,46.78,45.89,46.73,24357.12,1127763.09
"2017-04-05",45.75,46.42,45.4,46.23,15193.22,696726.75
"2017-04-05",46.57,46.63,45.75,45.75,13857.07,642490.1
"2017-04-05",47.01,47.21,46.5,46.57,48516.86,2276349.58
"2017-04-05",46.89,47.11,46.63,47.01,8063.12,378162.98
"2017-04-05",47.02,47.15,46.67,46.89,14920.55,700417.47
"2017-04-05",46.71,47.11,46.71,47.02,8922.9,418586.27
"2017-04-05",46.2,46.84,46.05,46.71,17591.17,814497.9
"2017-04-05",46.39,46.67,46.08,46.2,10336.93,480747.88
"2017-04-05",46.28,46.43,46.15,46.39,7319.36,338974.15
"2017-04-05",46.73,46.73,46.17,46.28,9578.16,444653.11
"2017-04-05",47.08,47.21,46.48,46.73,24523.11,1150623.54
"2017-04-05",46.69,47.1,45.65,47.08,44391.4,2058956.95
"2017-04-05",45.55,46.77,45.51,46.69,32477.76,1492071.27
"2017-04-05",45.1,45.9,45.01,45.55,36159.36,1643910.43
"2017-04-05",44.98,45.48,44.97,45.1,12544.38,566031.05
"2017-04-05",45.13,45.29,44.84,44.98,14009.62,631235.56
"2017-04-05",45.36,45.64,45.09,45.13,14449.82,655841.13
"2017-04-05",45.1,45.53,45.1,45.36,15072.75,683652.17
"2017-04-05",45.06,45.43,44.74,45.1,26463.83,1190757
"2017-04-05",44.71,45.09,44.65,45.06,10456.65,467390.94
"2017-04-05",44.84,45.03,44.68,44.71,8637.1,387416.27
"2017-04-05",44.77,44.96,44.63,44.84,11061.09,495487.53
"2017-04-06",44.25,44.8,43.99,44.77,45056.18,2002350.37
"2017-04-06",44.39,44.63,44.06,44.25,9734.65,431513.78
"2017-04-06",44.51,44.61,44.22,44.39,7401.84,327999.8
"2017-04-06",45.55,45.55,44.32,44.51,14698.99,659476.04
"2017-04-06",45.4,45.55,44.86,45.55,8326.69,375899.08
"2017-04-06",45.76,45.9,45.4,45.4,9562.49,436726.8
"2017-04-06",45.54,45.9,45.52,45.76,6456.84,295381.88
"2017-04-06",44.99,45.59,44.9,45.54,11951.42,538989.47
"2017-04-06",45.5,45.68,44.83,44.99,10814.4,488954.88
"2017-04-06",45.43,45.67,45.32,45.5,9387.3,427088.69
"2017-04-06",45.23,45.57,45.18,45.43,10570.55,480326.3
"2017-04-06",45.02,45.43,45.02,45.23,11844.6,535322.67
"2017-04-06",44.59,45.03,44.59,45.02,18230.42,815982.62
"2017-04-06",44.02,44.63,43.93,44.59,31946.73,1413185.95
"2017-04-06",43.14,44.04,42.56,44.02,76431.35,3286763.33
"2017-04-06",42.81,43.73,42.7,43.14,30261.01,1306187.17
"2017-04-06",41.67,43.46,41.11,42.81,96186.64,4033013.37
"2017-04-06",42.79,43.07,41.62,41.67,46702.09,1979619.55
"2017-04-06",42.99,43.07,42.18,42.79,26478.09,1129643.23
"2017-04-06",43.22,43.39,42.93,42.99,11606.08,500318.57
"2017-04-06",43.68,43.74,43.1,43.22,8377.5,364034.72
"2017-04-06",43.35,43.77,43.15,43.68,11442.78,496154.91
"2017-04-06",43.46,43.73,43.34,43.35,6905.66,300606.96
"2017-04-06",44.21,44.29,43.31,43.46,14292.36,625815.69
"2017-04-07",44.25,44.54,44.14,44.21,9391.48,416813.68
"2017-04-07",43.78,44.26,43.57,44.25,9642.8,423666.16
"2017-04-07",43.61,43.78,43.26,43.78,6210.36,269298.96
"2017-04-07",43.93,43.98,43.54,43.61,6162.45,269547.6
"2017-04-07",43.71,43.99,43.61,43.93,5554.34,243220.99
"2017-04-07",43.75,43.92,43.51,43.71,5680.22,247839.38
"2017-04-07",43.37,44.21,43.33,43.75,10323.42,452565.66
"2017-04-07",43.3,43.62,43.23,43.37,4255.37,184485.76
"2017-04-07",43.5,43.68,43.25,43.3,13616.87,592196.41
"2017-04-07",43.81,43.93,43.5,43.5,7195.16,314113.77
"2017-04-07",42.93,43.92,42.92,43.81,17983.63,779769.05
"2017-04-07",42.93,43.12,41.97,42.93,41729.41,1768104.59
"2017-04-07",42.25,43.02,42.09,42.93,23964.83,1016355.74
"2017-04-07",42.17,42.45,41.87,42.25,16141.05,680375.86
"2017-04-07",42.21,42.29,42.07,42.17,9509.35,401185.87
"2017-04-07",41.75,42.22,41.73,42.21,23435.15,981755.78
"2017-04-07",42.32,42.58,41.7,41.75,14727,622563.99
"2017-04-07",42.17,42.62,42.02,42.32,10376.11,439214.27
"2017-04-07",42.38,42.45,41.94,42.17,8426.41,356134.71
"2017-04-07",42.3,42.53,42.29,42.38,9802.3,416161.99
"2017-04-07",44.86,45.67,42.23,42.3,99946.5,4449084
"2017-04-07",44.89,44.99,44.08,44.86,22629.66,1007857.74
"2017-04-07",44.42,44.89,44.31,44.89,10226.44,455792.08
"2017-04-07",44.14,44.55,43.75,44.42,15878.93,698740.93
"2017-04-08",43.88,44.16,43.73,44.14,7040.01,308288.79
"2017-04-08",43.87,44.16,43.82,43.88,6679.43,294296.19
"2017-04-08",44.28,44.68,43.72,43.87,8377.61,370812.68
"2017-04-08",44.15,44.59,44.15,44.28,5522.7,246326.05
"2017-04-08",44.09,44.17,43.9,44.15,4695.74,206611.6
"2017-04-08",44.16,44.48,44.07,44.09,2027.34,89702.05
"2017-04-08",44.89,44.9,44.16,44.16,7139.18,318504.66
"2017-04-08",44.62,45.03,44.58,44.89,3699.96,165427.99
"2017-04-08",44.96,44.96,44.5,44.62,8128.87,364459.29
"2017-04-08",44.72,45.06,44.62,44.96,6395.93,286777.36
"2017-04-08",44.76,44.79,44.52,44.72,6766.61,302041.26
"2017-04-08",45.31,45.32,44.59,44.76,13716.92,615682.22
"2017-04-08",45.12,45.38,45.12,45.31,13490.16,610886.98
"2017-04-08",45.27,45.34,45.01,45.12,9927.81,448830.29
"2017-04-08",45.11,45.34,44.81,45.27,11802.45,532797.82
"2017-04-08",44.82,45.23,44.68,45.11,7897.9,354690.48
"2017-04-08",44.83,44.99,44.75,44.82,2927.79,131599.12
"2017-04-08",44.75,44.89,44.7,44.83,2170.78,97223.59
"2017-04-08",44.59,44.77,44.59,44.75,2445.65,109085.77
"2017-04-08",44.45,44.7,44.44,44.59,4262.61,190048.99
"2017-04-08",44.21,44.57,43.93,44.45,13484.65,595372.73
"2017-04-08",43.93,44.23,43.93,44.21,4164.68,183615.14
"2017-04-08",43.9,44.02,43.85,43.93,6861.75,301551.11
"2017-04-08",43.94,43.96,43.74,43.9,9019.04,395670.82
"2017-04-09",43.99,44.02,43.83,43.94,3017.46,132312.52
"2017-04-09",43.86,43.99,43.71,43.99,4092.63,179141.84
"2017-04-09",44.27,44.33,43.82,43.86,2719.33,119867.64
"2017-04-09",44.69,44.72,44.09,44.27,4646.91,206137.27
"2017-04-09",44.47,44.7,44.33,44.69,2592.54,115278.79
"2017-04-09",44.25,44.56,44.23,44.47,2239.79,99653.54
"2017-04-09",44.14,44.26,44.07,44.25,3069.48,135633.1
"2017-04-09",43.68,44.2,43.58,44.14,13505.6,591331.55
"2017-04-09",43.61,43.8,43.36,43.68,14576.34,635014.64
"2017-04-09",43.84,43.89,43.56,43.61,3736.28,163414.08
"2017-04-09",43.58,43.87,43.42,43.84,13578.57,593427.24
"2017-04-09",43.5,43.88,43.04,43.58,18799.85,816662.89
"2017-04-09",43.81,43.86,43.12,43.5,13422.92,580484.27
"2017-04-09",44.02,44.17,43.71,43.81,12264.81,540058
"2017-04-09",43.51,44.05,43.51,44.02,13855.19,605398.11
"2017-04-09",43.74,43.75,43.43,43.51,6060.5,263443.61
"2017-04-09",43.65,43.78,43.59,43.74,3233.28,141049.4
"2017-04-09",43.93,44.07,43.6,43.65,5264.96,230661.28
"2017-04-09",43.94,43.96,43.72,43.93,5762.52,252656.79
"2017-04-09",43.87,43.97,43.7,43.94,2544.21,111742.81
"2017-04-09",43.71,43.92,43.7,43.87,3664.72,160435.78
"2017-04-09",43.74,43.76,43.57,43.71,5234.36,229271.49
"2017-04-09",43.97,44.15,43.72,43.74,12027.07,530596.22
"2017-04-09",43.92,44.01,43.83,43.97,5590.96,245602.83
"2017-04-10",43.78,43.95,43.78,43.92,4442.92,195628.93
"2017-04-10",43.67,43.89,43.63,43.78,4939.82,216048.36
"2017-04-10",43.69,43.8,43.56,43.67,6217.82,271466.93
"2017-04-10",43.68,43.83,43.53,43.69,4220.37,184777.92
"2017-04-10",43.47,43.78,43.4,43.68,4380.92,190590.06
"2017-04-10",43.55,43.77,43.45,43.47,3704.13,161174.91
"2017-04-10",43.59,43.67,43.4,43.55,3973.53,173146.68
"2017-04-10",43.52,43.7,43.45,43.59,3183.8,138545.47
"2017-04-10",43.45,43.6,43.4,43.52,9716.51,417740.92
"2017-04-10",43.32,43.56,43.27,43.45,15502.21,672944.32
"2017-04-10",43.16,43.36,43.07,43.32,14255.44,614894.63
"2017-04-10",43.04,43.27,43,43.16,8291.23,357439.14
"2017-04-10",43.06,43.06,42.78,43.04,19371.24,834556.48
"2017-04-10",43.13,43.17,42.94,43.06,10820.39,466186.03
"2017-04-10",43.38,43.39,43.04,43.13,10536.56,454333.95
"2017-04-10",43.42,43.64,43.23,43.38,16668.32,726238.74
"2017-04-10",43.77,43.85,43.22,43.42,9339.26,406167.35
"2017-04-10",44.03,44.04,43.6,43.77,10824.44,474518.53
"2017-04-10",43.93,44.59,43.93,44.03,21393.25,946397.75
"2017-04-10",43.92,44.07,43.68,43.93,4392.57,192603.32
"2017-04-10",43.88,44.21,43.8,43.92,10181.97,448790.28
"2017-04-10",44.1,44.24,43.81,43.88,5266.94,232363.41
"2017-04-10",44.08,44.29,44.06,44.1,3581.24,158249.44
"2017-04-10",44.43,44.51,44.08,44.08,10137.54,449174.48
"2017-04-11",44.29,44.46,44.18,44.43,4013.17,178008.34
"2017-04-11",44.3,44.37,44.19,44.29,2453.63,108713.98
"2017-04-11",44.11,44.35,44.11,44.3,2071.52,91763.75
"2017-04-11",44.18,44.25,44.1,44.11,2553.01,112824.39
"2017-04-11",44.19,44.27,44.13,44.18,4485.45,198403.96
"2017-04-11",43.93,44.27,43.88,44.19,17988.87,792708.35
"2017-04-11",44.24,44.28,43.89,43.93,5931.21,262042
"2017-04-11",43.74,44.26,43.74,44.24,5463.26,240213.2
"2017-04-11",43.78,43.87,43.64,43.74,4321.15,188836.61
"2017-04-11",44.07,44.22,43.78,43.78,8709.7,383939.35
"2017-04-11",44.01,44.11,43.95,44.07,5254.27,231326.72
"2017-04-11",43.79,44.18,43.77,44.01,9170.29,401921.21
"2017-04-11",43.82,43.93,43.7,43.79,8278.35,362616.25
"2017-04-11",43.99,44.15,43.75,43.82,5211.57,228816.57
"2017-04-11",44.21,44.22,43.94,43.99,4482.14,197813.3
"2017-04-11",44.12,44.29,44.06,44.21,5661.93,250718.62
"2017-04-11",43.93,44.12,43.86,44.12,5968.89,262300.5
"2017-04-11",43.83,43.97,43.75,43.93,6463.23,283402.92
"2017-04-11",43.88,43.91,43.79,43.83,3668.09,161061.32
"2017-04-11",43.95,43.97,43.8,43.88,5855.56,257560.53
"2017-04-11",43.96,44,43.86,43.95,4617.81,202832.46
"2017-04-11",43.94,44.01,43.89,43.96,4020.75,176765.11
"2017-04-11",43.98,44,43.86,43.94,5265.07,231106.81
"2017-04-11",43.91,44.05,43.9,43.98,5242.79,230340.42
"2017-04-12",43.85,43.96,43.85,43.91,4879.27,214118.73
"2017-04-12",43.91,44.05,43.84,43.85,3508.86,154277.97
"2017-04-12",43.67,43.93,43.62,43.91,14269.53,622504.59
"2017-04-12",43.57,43.83,43.57,43.67,6890.82,300632.32
"2017-04-12",43.77,43.8,43.53,43.57,5823.39,253868.58
"2017-04-12",43.97,43.97,43.65,43.77,5765.47,252183.5
"2017-04-12",44.07,44.37,43.96,43.97,18382.06,813780.03
"2017-04-12",43.97,44.25,43.88,44.07,6351.48,279280.38
"2017-04-12",43.92,44.08,43.92,43.97,3962.97,175076.23
"2017-04-12",43.92,43.99,43.79,43.92,6755.83,296416.46
"2017-04-12",43.95,43.95,43.8,43.92,5927.09,259513.84
"2017-04-12",43.98,44.07,43.94,43.95,7830.64,344453.92
"2017-04-12",44.08,44.24,43.98,43.98,12726.6,562243.02
"2017-04-12",44.31,44.36,44.07,44.08,16642.61,736482.67
"2017-04-12",44.38,44.38,44.23,44.31,9712.9,431245.06
"2017-04-12",47.16,132.63,44.33,44.38,177776.64,8433735.01
"2017-04-12",46.85,47.38,46.75,47.16,25762.25,1208604.27
