Date,Open,High,Low,Close,Volume
9-Dec-16,63.53,64.04,62.15,62.56,5665904
8-Dec-16,63.65,63.90,63.20,63.58,4220844
7-Dec-16,60.93,63.65,60.66,63.44,4828453
6-Dec-16,61.00,61.35,60.96,61.15,4390201
5-Dec-16,60.41,61.31,60.09,60.99,3621905
2-Dec-16,60.57,60.88,59.86,60.18,4843048
1-Dec-16,60.74,61.20,60.27,60.57,3900707
30-Nov-16,60.97,61.33,60.44,60.72,3763910
29-Nov-16,60.48,61.26,60.33,61.00,3811447
28-Nov-16,60.71,61.11,60.44,60.49,2527011
25-Nov-16,59.90,60.93,59.85,60.92,1191387
23-Nov-16,60.29,60.42,59.75,60.01,3703633
22-Nov-16,60.32,61.34,60.14,60.93,5325118
21-Nov-16,60.08,60.70,59.97,60.29,5571526
18-Nov-16,59.95,60.52,59.92,60.00,5428265
17-Nov-16,59.33,60.14,59.20,60.07,3630903
16-Nov-16,59.00,59.58,58.85,59.38,3754173
15-Nov-16,58.85,59.47,58.54,59.21,5003756
14-Nov-16,57.89,59.08,57.66,58.86,5251125
11-Nov-16,56.95,58.04,56.95,57.74,7196552
10-Nov-16,57.43,57.95,57.06,57.15,4305612
9-Nov-16,56.40,57.74,56.24,57.42,5032407
8-Nov-16,57.50,58.43,57.42,57.73,4962504
7-Nov-16,57.71,59.72,57.34,57.62,5485962
4-Nov-16,57.44,57.60,56.43,57.01,7193446
3-Nov-16,55.39,56.37,55.25,55.50,5024804
2-Nov-16,55.92,56.06,55.03,55.15,4722077
1-Nov-16,56.49,56.62,55.30,55.83,4337646
31-Oct-16,56.68,57.12,56.48,56.62,2900981
28-Oct-16,56.35,57.22,56.35,56.54,3067704
27-Oct-16,57.13,57.29,55.96,56.41,5563261
26-Oct-16,55.89,57.02,55.65,56.78,4272643
25-Oct-16,56.38,56.76,55.91,55.99,4292284
24-Oct-16,58.00,58.19,56.32,56.35,5624072
21-Oct-16,56.36,58.35,56.36,57.66,10802123
20-Oct-16,55.40,57.00,55.27,56.49,6348723
19-Oct-16,55.33,57.43,55.04,55.53,4288471
18-Oct-16,56.13,56.29,55.06,55.10,3747587
17-Oct-16,55.05,55.61,54.93,55.39,3585994
14-Oct-16,55.63,56.00,55.03,55.11,2916572
13-Oct-16,54.71,55.42,54.37,55.24,2529594
12-Oct-16,55.50,55.56,54.90,55.15,3792940
11-Oct-16,55.65,55.82,54.96,55.45,4396730
10-Oct-16,55.41,56.11,55.39,55.73,2727957
7-Oct-16,56.57,56.79,54.91,55.22,4099205
6-Oct-16,56.24,56.61,55.67,56.21,3971549
5-Oct-16,56.06,56.85,55.61,56.41,5608823
4-Oct-16,55.50,56.40,55.29,55.55,5893290
3-Oct-16,54.39,55.03,54.35,54.93,3130031
30-Sep-16,54.82,54.96,54.11,54.74,8244036
29-Sep-16,54.02,55.92,53.56,54.57,12488814
28-Sep-16,52.09,54.42,51.54,54.15,11189671
27-Sep-16,51.07,52.09,50.84,52.05,4383770
