Date,Open,High,Low,Close,Volume
9-Dec-16,120.57,121.27,120.21,121.26,2623713
8-Dec-16,120.05,121.15,119.50,120.45,3255709
7-Dec-16,119.41,120.13,118.46,119.92,4059907
6-Dec-16,119.29,119.65,118.60,119.25,3367984
5-Dec-16,119.45,120.34,119.03,119.29,5191935
2-Dec-16,118.00,118.50,117.71,118.24,3348723
1-Dec-16,118.96,118.96,117.87,118.47,4444978
30-Nov-16,120.22,120.49,119.27,119.27,5696096
29-Nov-16,120.38,120.79,119.02,120.68,6370935
28-Nov-16,120.38,121.87,120.23,121.82,5931717
25-Nov-16,120.08,120.99,119.92,120.66,1709105
23-Nov-16,119.73,120.76,119.73,120.14,2872059
22-Nov-16,119.50,120.29,118.88,119.69,3699103
21-Nov-16,119.80,120.50,118.96,119.50,3603269
18-Nov-16,119.26,120.24,118.91,120.00,3655358
17-Nov-16,118.89,119.50,118.28,119.45,2833579
16-Nov-16,118.86,119.60,118.46,119.21,5371085
15-Nov-16,117.58,118.48,117.02,118.32,4447865
14-Nov-16,114.99,118.75,114.72,117.86,7093249
11-Nov-16,114.67,114.96,114.17,114.22,4331192
10-Nov-16,115.03,115.04,113.78,114.51,4437714
9-Nov-16,112.09,115.42,111.80,114.98,5099493
8-Nov-16,113.01,114.25,113.00,114.11,3300157
7-Nov-16,112.00,113.28,111.88,112.82,3842380
4-Nov-16,111.99,112.00,110.83,111.04,3457385
3-Nov-16,112.74,112.85,111.52,111.72,3890687
2-Nov-16,112.10,112.77,111.82,112.39,3512534
1-Nov-16,112.65,112.77,111.95,112.25,3935634
31-Oct-16,112.46,112.73,111.79,112.57,4181577
28-Oct-16,112.26,112.35,111.53,112.10,3304686
27-Oct-16,112.17,112.49,111.78,112.08,2960726
26-Oct-16,112.27,112.70,111.40,112.11,3763114
25-Oct-16,113.50,113.54,112.67,112.72,4878955
24-Oct-16,114.25,114.50,112.64,113.57,6173488
21-Oct-16,113.27,114.50,112.75,113.93,10108048
20-Oct-16,111.30,111.30,110.33,110.57,7250742
19-Oct-16,111.71,111.77,111.12,111.26,6433443
18-Oct-16,112.89,113.09,111.23,111.25,6198363
17-Oct-16,113.91,114.40,112.10,112.41,5655748
14-Oct-16,114.90,115.11,114.07,114.09,5312532
13-Oct-16,114.14,115.74,114.07,115.41,4464728
12-Oct-16,113.60,115.23,113.54,114.71,3340166
11-Oct-16,114.65,115.23,113.56,113.68,3943282
10-Oct-16,114.21,114.99,114.16,114.71,3290302
7-Oct-16,113.97,114.34,113.22,113.45,4153139
6-Oct-16,113.25,114.22,112.40,113.92,3899954
5-Oct-16,113.91,114.83,113.38,113.41,3720334
4-Oct-16,114.99,115.51,113.42,113.50,4742913
3-Oct-16,115.01,115.15,114.41,114.64,3085770
30-Sep-16,114.69,115.71,114.69,115.36,4188694
29-Sep-16,115.20,115.97,114.73,114.79,4924448
28-Sep-16,116.38,116.53,114.46,115.18,5638874
27-Sep-16,116.95,117.20,116.37,116.88,3745396
26-Sep-16,116.80,116.94,116.28,116.53,3022356
23-Sep-16,116.49,117.52,116.35,117.17,2775956
22-Sep-16,117.46,117.95,117.28,117.36,3808802
21-Sep-16,116.49,117.05,115.96,116.93,4528903
20-Sep-16,115.72,116.63,115.50,116.45,3841800
19-Sep-16,115.83,116.41,114.96,115.21,3741507
16-Sep-16,115.68,116.26,114.83,115.28,9500452
15-Sep-16,114.88,116.24,114.77,116.14,3674687
14-Sep-16,115.00,115.66,114.82,115.18,4530713
13-Sep-16,115.61,115.61,114.48,114.73,4162162
